               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 108,            0.039281,             0.13889,           0.0047559,             0.61389,             0.63037,               0.614,               0.298,            0.046425,             0.13026,            0.014281,           0.0074585,           0.0074585,           0.0074585
                 109,            0.038724,             0.13712,           0.0049487,             0.64816,             0.67777,             0.68031,             0.31576,            0.047098,             0.13027,           0.0098227,            0.007416,            0.007416,            0.007416
                 110,            0.038369,             0.13609,           0.0046672,             0.69006,              0.7443,             0.75088,             0.36848,             0.04472,             0.13028,           0.0069227,           0.0073733,           0.0073733,           0.0073733
                 111,            0.038731,             0.13271,            0.004669,             0.65014,              0.7241,             0.72993,             0.37043,            0.043641,             0.12747,           0.0095529,           0.0073303,           0.0073303,           0.0073303
                 112,            0.037987,             0.13835,           0.0044855,             0.59577,             0.68709,             0.64756,             0.28484,            0.046195,             0.13726,            0.012675,           0.0072872,           0.0072872,           0.0072872
                 113,            0.037471,             0.13485,           0.0043558,             0.59062,             0.69179,              0.6687,             0.35966,            0.042959,             0.12784,            0.011769,           0.0072438,           0.0072438,           0.0072438
                 114,            0.038808,             0.14083,           0.0044502,             0.68516,             0.67992,             0.70508,              0.2897,            0.051595,             0.13148,            0.007718,           0.0072003,           0.0072003,           0.0072003
                 115,            0.038316,             0.13851,           0.0045563,             0.63564,             0.73741,             0.73113,             0.40352,            0.041973,             0.12583,           0.0084493,           0.0071566,           0.0071566,           0.0071566
                 116,            0.038017,             0.13456,           0.0045318,             0.61286,             0.71247,             0.68517,             0.35035,            0.044868,             0.12904,            0.011269,           0.0071127,           0.0071127,           0.0071127
                 117,            0.038019,             0.14023,           0.0045053,             0.66028,             0.72044,             0.74029,             0.41623,            0.039945,             0.12642,           0.0088274,           0.0070686,           0.0070686,           0.0070686
