               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 106,            0.033819,             0.12869,           0.0040863,             0.63677,             0.67969,             0.69168,             0.41474,            0.036706,             0.11165,           0.0084373,           0.0051469,           0.0051469,           0.0051469
                 107,            0.033747,             0.12667,           0.0039774,              0.5711,             0.70043,             0.69915,             0.37391,            0.041471,             0.11646,            0.007713,           0.0050765,           0.0050765,           0.0050765
                 108,             0.03414,             0.13038,           0.0040348,             0.63155,             0.63436,             0.66086,             0.37867,            0.038395,             0.12103,            0.010732,           0.0050062,           0.0050062,           0.0050062
                 109,            0.033789,             0.12836,           0.0039109,             0.63781,             0.65623,             0.69873,             0.37504,            0.040943,             0.11679,             0.01035,            0.004936,            0.004936,            0.004936
                 110,            0.033385,             0.12677,            0.003968,             0.58741,             0.69967,             0.67814,             0.35658,            0.043911,             0.12023,           0.0081378,           0.0048659,           0.0048659,           0.0048659
                 111,            0.033752,             0.12843,           0.0039477,             0.64266,             0.64931,             0.69068,             0.38765,            0.038983,             0.11792,           0.0098006,            0.004796,            0.004796,            0.004796
                 112,            0.033683,             0.12658,           0.0040556,              0.5643,             0.69956,              0.7027,             0.35684,            0.041012,               0.113,           0.0076425,           0.0047263,           0.0047263,           0.0047263
                 113,            0.033621,             0.12987,           0.0039503,              0.6799,              0.6682,             0.71641,             0.37059,            0.041067,             0.10798,           0.0080376,           0.0046568,           0.0046568,           0.0046568
                 114,            0.033341,             0.12287,           0.0040935,             0.61605,             0.67641,             0.67166,             0.39175,             0.03764,             0.11664,            0.012208,           0.0045875,           0.0045875,           0.0045875
                 115,            0.032813,             0.12394,           0.0038313,             0.64663,             0.60198,             0.64964,             0.38477,            0.039255,             0.12425,            0.011541,           0.0045184,           0.0045184,           0.0045184
                 116,            0.033105,             0.12626,           0.0038288,             0.69172,             0.65703,             0.69756,             0.35104,            0.041652,             0.11402,           0.0088622,           0.0044495,           0.0044495,           0.0044495
                 117,            0.033147,             0.12538,           0.0039437,             0.57204,              0.7183,             0.70452,              0.3751,            0.041306,             0.11827,             0.01034,           0.0043809,           0.0043809,           0.0043809
                 118,            0.032611,             0.12567,           0.0034658,             0.70596,             0.56935,             0.64292,             0.37058,            0.039862,             0.12451,            0.012381,           0.0043126,           0.0043126,           0.0043126
                 119,             0.03238,             0.12713,           0.0036808,              0.5848,              0.6861,             0.67899,             0.34851,            0.042394,             0.11795,           0.0091204,           0.0042445,           0.0042445,           0.0042445
                 120,            0.032927,             0.12745,           0.0039156,             0.57459,             0.70355,             0.67746,             0.38932,            0.038071,             0.11923,            0.010939,           0.0041768,           0.0041768,           0.0041768
                 121,            0.032704,             0.12749,           0.0037972,             0.66062,             0.66027,              0.7195,             0.32474,            0.045541,             0.11448,           0.0063309,           0.0041094,           0.0041094,           0.0041094
                 122,            0.032519,             0.12067,           0.0037536,             0.60065,             0.63093,             0.66589,             0.34671,            0.041364,              0.1189,           0.0095726,           0.0040424,           0.0040424,           0.0040424
                 123,            0.032655,             0.12385,           0.0037214,             0.59553,             0.65208,             0.63729,             0.37579,            0.038458,             0.12125,            0.012608,           0.0039757,           0.0039757,           0.0039757
                 124,            0.032281,             0.12451,           0.0036637,             0.60779,             0.68591,             0.67187,             0.37948,            0.037105,             0.11669,           0.0094506,           0.0039094,           0.0039094,           0.0039094
                 125,            0.032188,             0.11708,           0.0036088,              0.6833,             0.60828,             0.66253,             0.36448,            0.040809,             0.12642,            0.011737,           0.0038434,           0.0038434,           0.0038434
                 126,            0.032302,             0.12441,           0.0036356,             0.63012,             0.69473,             0.68315,             0.37848,            0.039382,             0.12258,           0.0092438,           0.0037779,           0.0037779,           0.0037779
                 127,             0.03197,             0.12278,           0.0033814,             0.62806,             0.66216,             0.67486,             0.32066,            0.044874,             0.12104,           0.0087152,           0.0037128,           0.0037128,           0.0037128
                 128,            0.032419,             0.12321,           0.0035963,             0.62886,             0.59793,             0.61998,             0.30455,            0.042232,             0.12146,            0.012413,           0.0036482,           0.0036482,           0.0036482
                 129,            0.031872,             0.12092,           0.0037403,             0.61949,             0.64301,             0.67809,             0.33147,            0.043244,              0.1242,            0.010261,            0.003584,            0.003584,            0.003584
                 130,            0.031575,             0.11922,           0.0035184,             0.64744,              0.5831,             0.63515,             0.32117,            0.043303,             0.12214,            0.012224,           0.0035203,           0.0035203,           0.0035203
                 131,              0.0317,             0.12445,           0.0036489,             0.62068,             0.69533,             0.68272,             0.33848,             0.04354,             0.11819,           0.0078368,            0.003457,            0.003457,            0.003457
                 132,              0.0316,             0.11841,           0.0037083,             0.65386,              0.5901,             0.65671,             0.35865,            0.040428,             0.12396,            0.010529,           0.0033943,           0.0033943,           0.0033943
                 133,            0.031755,             0.11714,           0.0034333,             0.65491,             0.56982,              0.6421,              0.3291,            0.043247,             0.12733,            0.010951,           0.0033321,           0.0033321,           0.0033321
                 134,            0.031903,              0.1199,            0.003536,             0.61573,              0.6604,             0.66351,              0.3474,            0.041436,             0.12179,           0.0086551,           0.0032704,           0.0032704,           0.0032704
                 135,            0.031505,             0.11814,           0.0034857,             0.65766,             0.59147,             0.65246,             0.36709,            0.040427,             0.12828,            0.010387,           0.0032093,           0.0032093,           0.0032093
                 136,            0.031201,             0.11508,           0.0035588,             0.61062,             0.68092,             0.67382,             0.32379,            0.042853,             0.12257,            0.008864,           0.0031488,           0.0031488,           0.0031488
                 137,            0.031194,             0.12086,           0.0034017,              0.5503,             0.69662,             0.66603,             0.37905,            0.038981,             0.12074,            0.010639,           0.0030888,           0.0030888,           0.0030888
                 138,            0.031401,             0.11751,           0.0034698,             0.59337,             0.67307,             0.66018,             0.38372,            0.040177,             0.12572,           0.0086116,           0.0030294,           0.0030294,           0.0030294
                 139,            0.030725,              0.1168,            0.003507,             0.57811,             0.63176,             0.62703,             0.34272,            0.039821,             0.12643,            0.011346,           0.0029706,           0.0029706,           0.0029706
                 140,            0.030885,             0.11715,           0.0034552,             0.61298,             0.63742,             0.65832,             0.36075,            0.040302,             0.13145,           0.0096809,           0.0029125,           0.0029125,           0.0029125
                 141,            0.031056,             0.11511,           0.0035849,             0.64339,             0.63053,             0.67277,             0.34771,            0.041169,             0.12623,            0.008114,            0.002855,            0.002855,            0.002855
